Short15,Short30,ShortDCA,OnePrcnt,GrtrThnHgh
-0.004780233,-0.004780233,-0.003948494,-0.004780233,-0.004780233
-0.003085412,-0.003085412,-0.002248954,-0.003085412,-0.003085412
0.01096055,0.01096055,0.011810706,0.01096055,0.01096055
-0.002907601,-0.002907601,-0.002078896,-0.002907601,-0.002907601
0.005202055,0.005202055,0.006039241,0.005202055,0.005202055
-0.000900295,-0.000900295,-7.31869E-05,-0.000900295,-0.000900295
0.005233168,0.005233168,0.006065415,0.005233168,0.005233168
0.001553874,0.001553874,0.002378076,0.001553874,0.001553874
-0.00123324,-0.00123324,-0.000413282,-0.00123324,-0.00123324
0.005071536,0.005071536,0.005897011,0.005071536,0.033651456
-0.002806967,-0.002806967,-0.001992763,-0.002806967,-0.002806967
-0.004801833,-0.004801833,-0.003987636,-0.004801833,-0.004801833
0.010042718,0.010042718,0.010872369,0.010042718,0.010042718
0.00203598,0.00203598,0.002850201,0.00203598,0.00203598
-0.009002061,-0.009002061,-0.008199098,-0.009002061,-0.009002061
-0.009840192,-0.009840192,-0.009031275,-0.009840192,-0.009840192
0.00687553,0.00687553,0.007705599,0.00687553,0.00687553
-0.005331086,-0.005331086,-0.00451735,-0.005331086,-0.005331086
-0.003506183,-0.003506183,-0.002687255,-0.003506183,-0.003506183
-0.004881632,-0.004881632,-0.004061631,-0.004881632,-0.004881632
0.001970353,0.001970353,0.002799368,0.001970353,0.001970353
-0.00272073,-0.00272073,-0.0018979,-0.00272073,-0.00272073
-0.010169654,-0.010169654,-0.009351418,-0.010169654,-0.010169654
-0.014531248,-0.014531248,-0.013708927,-0.014531248,-0.014531248
0.010654141,0.010654141,0.0115092,0.010654141,0.010654141
-0.005863455,-0.005863455,-0.005031941,-0.005863455,-0.005863455
-0.001577795,-0.001577795,-0.000738473,-0.001577795,-0.001577795
-0.000227789,-0.000227789,0.000613289,-0.000227789,-0.000227789
-0.006688623,-0.006688623,-0.005853492,-0.006688623,-0.006688623
-0.008213913,-0.008213913,-0.007375155,-0.008213913,-0.008213913
-0.000448438,-0.000448438,0.000403168,-0.000448438,-0.000448438
0.022235217,0.022235217,0.023105799,0.022235217,0.022235217
-0.01493532,-0.01493532,-0.014115342,-0.01493532,-0.01493532
-0.000194938,-0.000194938,0.000649227,-0.000194938,-0.000194938
-0.006802545,-0.006802545,-0.005964503,-0.006802545,-0.006802545
0.005510134,0.005510134,0.006363655,0.005510134,0.005510134
0.001366559,0.001366559,0.002211189,0.001366559,0.001366559
-0.0190005,-0.0190005,-0.018174876,-0.0190005,-0.0190005
-0.004939681,-0.004939681,-0.00408672,-0.004939681,-0.004939681
-0.010705911,-0.010705911,-0.009854413,-0.010705911,-0.010705911
-0.016171399,-0.016171399,-0.015316177,-0.016171399,-0.016171399
-0.025509448,-0.025509448,-0.024649168,-0.025509448,-0.025509448
0.033381472,0.033381472,0.034316796,0.033381472,0.033381472
0.000327435,0.000327435,0.001202802,0.000327435,0.000327435
-0.017932246,-0.017932246,-0.01707389,-0.017932246,-0.017932246
-0.005807511,-0.005807511,-0.004923464,-0.005807511,-0.005807511
0.034743285,0.034743285,0.035667943,0.034743285,0.034743285
0.005882978,0.005882978,0.006750889,0.005882978,0.005882978
-0.000823252,-0.000823252,3.30924E-05,-0.000823252,-0.000823252
0.001683629,0.001683629,0.002542093,0.001683629,0.001683629
-0.023767447,-0.023767447,-0.022932917,-0.023767447,-0.023767447
-0.000337082,-0.000337082,0.000537536,-0.000337082,-0.000337082
0.011096139,0.011096139,0.011980284,0.011096139,0.011096139
0.013830353,0.013830353,0.014706394,0.013830353,0.013830353
0.021978171,0.021978171,0.022848454,0.021978171,0.021978171
-0.005722718,-0.005722718,-0.004894938,-0.005722718,-0.005722718
0.00499569,0.00499569,0.00583651,0.00499569,0.00499569
-0.001141204,-0.001141204,-0.000310369,-0.001141204,-0.001141204
0.003855077,0.003855077,0.004690328,0.003855077,0.003855077
-0.000223396,-0.000223396,0.000604578,-0.000223396,-0.000223396
-0.015776548,-0.015776548,-0.014961947,-0.015776548,-0.015776548
-0.006485591,-0.006485591,-0.00565081,-0.006485591,-0.006485591
-0.024397585,-0.024397585,-0.023573196,-0.024397585,-0.024397585
-0.010776124,-0.010776124,-0.009920045,-0.010776124,-0.010776124
0.023452142,0.023452142,0.024346717,0.023452142,0.023452142
0.004960489,0.004960489,0.005818023,0.004960489,0.004960489
-0.012584535,-0.012584535,-0.011746846,-0.012584535,-0.012584535
-0.00335197,-0.00335197,-0.002496398,-0.00335197,-0.00335197
-0.018351692,-0.018351692,-0.017506888,-0.018351692,-0.018351692
0.003522948,0.003522948,0.004401967,0.003522948,0.003522948
-0.018547513,-0.018547513,-0.017691594,-0.018547513,-0.018547513
0.014678329,0.014678329,0.015579161,0.014678329,0.014678329
0.00536601,0.00536601,0.006244882,0.00536601,0.00536601
-0.009548029,-0.009548029,-0.008687568,-0.009548029,-0.009548029
0.004371029,0.004371029,0.005251229,0.004371029,0.004371029
-0.020105447,-0.020105447,-0.019251183,-0.020105447,-0.020105447
0.000212958,0.000212958,0.001102051,0.000212958,0.000212958
0.007405542,0.007405542,0.008300043,0.007405542,0.007405542
0.038921688,0.038921688,0.03983658,0.038921688,0.038921688
-0.01821965,-0.01821965,-0.0173882,-0.01821965,-0.01821965
-0.005852864,-0.005852864,-0.004996043,-0.005852864,-0.005852864
0.019604752,0.019604752,0.020487927,0.019604752,0.019604752
0.007526105,0.007526105,0.008381296,0.007526105,0.007526105
-0.00653521,-0.00653521,-0.005698963,-0.00653521,-0.00653521
-0.008160901,-0.008160901,-0.007321236,-0.008160901,-0.008160901
-0.014014762,-0.014014762,-0.013173897,-0.014014762,-0.014014762
-0.021462738,-0.021462738,-0.020617084,-0.021462738,-0.021462738
0.008070698,0.008070698,0.008960213,0.008070698,0.008070698
-0.012957962,-0.012957962,-0.012094736,-0.012957962,-0.012957962
0.232373913,-0.031295946,-0.030438386,-0.031295946,-0.031295946
0.008001641,0.008001641,0.008922003,0.008001641,0.008001641
0.024386965,0.024386965,0.025314017,0.024386965,0.024386965
0.007075302,0.007075302,0.007964186,0.007075302,0.007075302
0.010439635,0.010439635,0.011324442,0.010439635,0.010439635
0.003988146,0.003988146,0.004857459,0.003988146,0.003988146
-0.010448009,-0.010448009,-0.009595337,-0.010448009,-0.010448009
-0.028031939,-0.028031939,-0.027186305,-0.028031939,-0.028031939
0.050098606,0.050098606,0.051037747,0.050098606,0.050098606
-0.010552474,-0.010552474,-0.009710546,-0.010552474,-0.010552474
-0.026242362,-0.026242362,-0.025405659,-0.026242362,-0.026242362
-0.001917812,-0.001917812,-0.001037852,-0.001917812,-0.001917812
0.00381219,0.00381219,0.004698121,0.00381219,0.00381219
0.009586386,0.009586386,0.010473246,0.009586386,0.009586386
0.0103177,0.0103177,0.011196004,0.0103177,0.0103177
-0.006232871,-0.006232871,-0.00537852,-0.006232871,-0.006232871
0.006143093,0.006143093,0.007012761,0.006143093,0.006143093
0.002125615,0.002125615,0.002985778,0.002125615,0.002125615
0.01391532,0.01391532,0.014783012,0.01391532,0.01391532
-0.004028229,-0.004028229,-0.003188309,-0.004028229,-0.004028229
0.000268137,0.000268137,0.001114379,0.000268137,0.000268137
0.013031499,0.013031499,0.013887584,0.013031499,0.013031499
0.002866822,0.002866822,0.003702709,0.002866822,0.002866822
-0.00497694,-0.00497694,-0.00415065,-0.00497694,-0.00497694
-0.001885849,-0.001885849,-0.001053538,-0.001885849,-0.001885849
0.006804748,0.006804748,0.007645192,0.006804748,0.006804748
0.007007877,0.007007877,0.007842112,0.007007877,0.007007877
-0.005619714,-0.005619714,-0.00480235,-0.005619714,-0.005619714
0.005461132,0.005461132,0.006291593,0.005461132,0.005461132
-0.01747399,-0.01747399,-0.016667546,-0.01747399,-0.01747399
0.003586659,0.003586659,0.004424351,0.003586659,0.003586659
-0.001513722,-0.001513722,-0.000683958,-0.001513722,-0.001513722
-0.008408143,-0.008408143,-0.007583544,-0.008408143,-0.008408143
-0.006234655,-0.006234655,-0.005401934,-0.006234655,-0.006234655
-0.013335549,-0.013335549,-0.012504288,-0.013335549,-0.013335549
0.011827291,0.011827291,0.012690546,0.011827291,0.011827291
-0.008652126,-0.008652126,-0.007816942,-0.008652126,-0.008652126
-0.002183807,-0.002183807,-0.001336551,-0.002183807,-0.002183807
0.008123549,0.008123549,0.008980703,0.008123549,0.008123549
-0.018905297,-0.018905297,-0.018078549,-0.018905297,-0.018905297
0.017075559,-0.017356563,-0.016513264,-0.017356563,-0.017356563
-0.018507453,-0.018507453,-0.017650999,-0.018507453,-0.018507453
-0.00195183,-0.00195183,-0.001065282,-0.00195183,-0.00195183
-0.005555436,-0.005555436,-0.004671146,-0.005555436,-0.005555436
0.017489958,0.017489958,0.018398987,0.017489958,0.017489958
-0.007659908,-0.007659908,-0.006789366,-0.007659908,-0.007659908
-0.014309109,-0.014309109,-0.013438489,-0.014309109,-0.014309109
0.001040404,0.001040404,0.001936626,0.001040404,0.001040404
-0.00567979,-0.00567979,-0.004791306,-0.00567979,-0.00567979
0.005858124,0.005858124,0.006761246,0.005858124,0.005858124
0.009980598,0.009980598,0.010881331,0.009980598,0.009980598
0.006452357,0.006452357,0.007340282,0.006452357,0.006452357
0.002258497,0.002258497,0.003136279,0.002258497,0.002258497
-0.024763941,-0.024763941,-0.023912496,-0.024763941,-0.024763941
-0.043180756,-0.043180756,-0.042324925,-0.043180756,-0.043180756
0.014828497,0.014828497,0.015776332,0.014828497,0.014828497
-0.025842119,-0.025842119,-0.024946401,-0.025842119,-0.025842119
0.005871295,0.005871295,0.006819835,0.005871295,0.005871295
-0.019624074,-0.019624074,-0.018705839,-0.019624074,-0.019624074
0.017626685,0.017626685,0.018597979,0.017626685,0.017626685
-0.024077402,-0.024077402,-0.02316292,-0.024077402,-0.024077402
-0.017923702,-0.017923702,-0.016981633,-0.017923702,-0.017923702
-0.004063717,-0.004063717,-0.003091849,-0.004063717,-0.004063717
0.01990909,0.01990909,0.020907438,0.01990909,0.01990909
0.011282371,0.011282371,0.012252003,0.011282371,0.011282371
0.02557505,0.02557505,0.026546483,0.02557505,0.02557505
-0.024429654,-0.024429654,-0.023529482,-0.024429654,-0.024429654
-0.004630308,-0.004630308,-0.003689736,-0.004630308,-0.004630308
0.010784447,0.010784447,0.011743122,0.010784447,0.010784447
-0.012461939,-0.012461939,-0.011536183,-0.012461939,-0.012461939
-0.034393111,-0.034393111,-0.033477349,-0.034393111,-0.034393111
0.027871832,-0.002901109,-0.001922727,-0.002901109,-0.002901109
0.043679983,0.043679983,0.044706044,0.043679983,0.043679983
-0.019983576,-0.019983576,-0.019061333,-0.019983576,-0.019983576
0.008117395,0.008117395,0.009084516,0.008117395,0.008117395
0.027066025,0.027066025,0.028042455,0.027066025,0.027066025
-0.002131147,-0.002131147,-0.001208353,-0.002131147,-0.002131147
0.015104328,0.015104328,0.016044196,0.015104328,0.015104328
-0.003227669,-0.003227669,-0.002319347,-0.003227669,-0.003227669
0.010282453,0.010282453,0.011205227,0.010282453,0.010282453
0.038890404,0.038890404,0.039828793,0.038890404,0.038890404
0.01254273,0.01254273,0.013422288,0.01254273,0.01254273
-0.008542751,-0.008542751,-0.007692916,-0.008542751,-0.008542751
-0.014980125,-0.014980125,-0.014129262,-0.014980125,-0.014980125
-0.012161467,-0.012161467,-0.01129594,-0.012161467,-0.012161467
0.015940891,0.015940891,0.016841211,0.015940891,0.015940891
0.004695845,0.004695845,0.005571453,0.004695845,0.004695845
0.015009906,0.015009906,0.015889601,0.015009906,0.015009906
-0.002865079,-0.002865079,-0.002014393,-0.002865079,-0.002865079
0.013589855,0.013589855,0.014456326,0.013589855,0.013589855
0.000781808,0.000781808,0.001625138,0.000781808,0.000781808
-0.014872693,-0.014872693,-0.014043902,-0.014872693,-0.014872693
0.014440428,0.014440428,0.015306037,0.014440428,0.014440428
-0.002447458,-0.002447458,-0.001609091,-0.002447458,-0.002447458
-0.001828287,-0.001828287,-0.000988048,-0.001828287,-0.001828287
-0.00448772,-0.00448772,-0.00364889,-0.00448772,-0.00448772
-0.000286717,-0.000286717,0.000558737,-0.000286717,-0.000286717
-0.00757661,-0.00757661,-0.00673779,-0.00757661,-0.00757661
0.002609038,0.002609038,0.003462216,0.002609038,0.002609038
0.000416277,0.000416277,0.001264652,0.000416277,0.000416277
0.028452787,0.028452787,0.029323836,0.362205129,0.21546464
0.002723757,0.002723757,0.00354882,0.002723757,0.002723757
0.028471259,0.002693052,0.003515173,0.002693052,0.002693052
0.016153748,0.016153748,0.016983986,0.016153748,0.016153748
-0.002627873,-0.002627873,-0.001826589,-0.002627873,-0.002627873
-0.015526399,-0.015526399,-0.014734029,-0.015526399,-0.015526399
0.003196148,0.003196148,0.004015661,0.003196148,0.003196148
-0.011815947,-0.011815947,-0.011011926,-0.011815947,-0.011815947
-0.007794067,-0.007794067,-0.006977785,-0.007794067,-0.007794067
-0.015655515,-0.015655515,-0.01484001,-0.015655515,-0.015655515
0.006201518,0.006201518,0.007047688,0.006201518,0.006201518
0.003862097,0.003862097,0.004700392,0.003862097,0.003862097
0.005108348,0.005108348,0.005943757,0.005108348,0.005108348
0.01299016,0.01299016,0.013827145,0.01299016,0.01299016
-0.01054864,-0.01054864,-0.009742254,-0.01054864,-0.01054864
0.00545651,0.00545651,0.006284002,0.00545651,0.00545651
-0.009397319,-0.009397319,-0.008587143,-0.009397319,-0.009397319
-0.008355953,-0.008355953,-0.007537901,-0.008355953,-0.008355953
0.001163881,0.001163881,0.00199606,0.001163881,0.001163881
-0.011346897,-0.011346897,-0.010526754,-0.011346897,-0.011346897
-0.017501596,-0.017501596,-0.016677888,-0.017501596,-0.017501596
-0.004516883,-0.004516883,-0.003668134,-0.004516883,-0.004516883
-0.004883174,-0.004883174,-0.004031613,-0.004883174,-0.004883174
0.003434127,0.003434127,0.004296281,0.003434127,0.003434127
0.008708753,0.008708753,0.009571731,0.008708753,0.008708753
0.011364213,0.011364213,0.01222126,0.011364213,0.011364213
-0.009450028,-0.009450028,-0.008620755,-0.009450028,-0.009450028
-0.00550863,-0.00550863,-0.004668817,-0.00550863,-0.00550863
-0.001509902,-0.001509902,-0.000662757,-0.001509902,-0.001509902
-0.004676406,-0.004676406,-0.003831388,-0.004676406,-0.004676406
0.012493089,0.012493089,0.013355991,0.012493089,0.012493089
-0.001484216,-0.001484216,-0.000644443,-0.001484216,-0.001484216
0.010078543,0.010078543,0.010928588,0.010078543,0.010078543
0.024230359,-0.001835517,-0.001004579,-0.001835517,-0.001835517
-0.012321246,-0.012321246,-0.01149821,-0.012321246,-0.012321246
-0.023498265,-0.023498265,-0.022675078,-0.023498265,-0.023498265
0.006878995,0.006878995,0.007747483,0.006878995,0.006878995
-0.014397978,-0.014397978,-0.013554379,-0.014397978,-0.014397978
-0.001134104,-0.001134104,-0.000267403,-0.001134104,-0.001134104
0.023691267,0.023691267,0.024579745,0.023691267,0.023691267
0.006241031,0.006241031,0.007093412,0.006241031,0.006241031
-0.010882882,-0.010882882,-0.010050908,-0.010882882,-0.010882882
0.009971301,0.009971301,0.010829441,0.009971301,0.009971301
-0.005541633,-0.005541633,-0.004705725,-0.005541633,-0.005541633
0.006052827,0.006052827,0.006902478,0.006052827,0.006052827
-0.003432078,-0.003432078,-0.002596207,-0.003432078,-0.003432078
-0.016368623,-0.016368623,-0.015541455,-0.016368623,-0.016368623
-0.016271634,-0.016271634,-0.015431325,-0.016271634,-0.016271634
0.016079858,0.016079858,0.016961406,0.016079858,0.016079858
0.010449533,0.010449533,0.011311574,0.010449533,0.010449533
0.002402377,0.002402377,0.003247989,0.002402377,0.002402377
-0.001078043,-0.001078043,-0.000238096,-0.001078043,-0.001078043
0.00557065,0.00557065,0.00641639,0.00557065,0.00557065
0.003880414,0.003880414,0.004719349,0.003880414,0.003880414
0.003963999,0.003963999,0.004799063,0.003963999,0.003963999
-0.005242698,-0.005242698,-0.004419244,-0.005242698,-0.005242698
-0.011421745,-0.011421745,-0.010599774,-0.011421745,-0.011421745
0.003265397,0.003265397,0.004108517,0.003265397,0.003265397
-0.017328126,-0.017328126,-0.016505691,-0.017328126,-0.017328126
-8.44719E-05,-8.44719E-05,0.00076644,-8.44719E-05,-8.44719E-05
0.005686842,0.005686842,0.00654201,0.005686842,0.005686842
0.000949456,0.000949456,0.001795064,0.000949456,0.000949456
-0.003827833,-0.003827833,-0.002987769,-0.003827833,-0.003827833
-0.007339462,-0.007339462,-0.006499852,-0.007339462,-0.007339462
0.029889848,0.003089942,0.003943925,0.003089942,0.003089942
-0.016663052,-0.016663052,-0.015829175,-0.016663052,-0.016663052
0.008124188,0.008124188,0.008992835,0.008124188,0.008124188
-0.01207948,-0.01207948,-0.011235828,-0.01207948,-0.01207948
0.006956128,0.006956128,0.007825807,0.006956128,0.006956128
-0.002763293,-0.002763293,-0.001908696,-0.002763293,-0.002763293
0.01965432,0.01965432,0.020529799,0.01965432,0.01965432
-0.004827368,-0.004827368,-0.003990098,-0.004827368,-0.004827368
-0.015010008,-0.015010008,-0.014177985,-0.015010008,-0.015010008
-0.011149238,-0.011149238,-0.010301941,-0.011149238,-0.011149238
-0.017003926,-0.017003926,-0.016152878,-0.017003926,-0.017003926
0.004029943,0.004029943,0.004913473,0.004029943,0.004029943
-0.000564596,-0.000564596,0.00031059,-0.000564596,-0.000564596
-0.001059148,-0.001059148,-0.000184666,-0.001059148,-0.001059148
-0.022390272,-0.022390272,-0.021534305,-0.022390272,-0.022390272
-0.018637016,-0.018637016,-0.017758853,-0.018637016,-0.018637016
0.006225948,0.006225948,0.007142639,0.006225948,0.006225948
