Long15,Long30,LongDCA
-0.003328714,-0.003328714,-0.002608173
-0.009667763,-0.009667763,-0.008949932
-0.013312034,-0.013312034,-0.012590386
-0.011332992,-0.011332992,-0.010600676
-0.026746671,-0.026746671,-0.026018049
0.032155486,0.032155486,0.032948846
-0.009418584,-0.009418584,-0.008681466
-0.002742695,-0.002742695,-0.001994111
0.021635496,0.021635496,0.022403912
0.014716439,0.014716439,0.015462927
-0.00035375,-0.00035375,0.000370453
0.010615694,0.010615694,0.011347572
0.011029429,0.011029429,0.011753392
0.010389576,0.010389576,0.011104676
0.006169683,0.006169683,0.006873975
-0.006642804,-0.006642804,-0.005952227
0.0078875,0.0078875,0.008592374
0.013780215,0.013780215,0.014483169
-0.002181591,-0.002181591,-0.001499582
0.011772637,0.011772637,0.012465223
-0.003158228,-0.003158228,-0.002484264
0.003168234,0.003168234,0.003848164
0.015290144,-0.005651596,-0.004980227
0.010531612,0.010531612,0.011217322
0.005955335,0.005955335,0.006630368
0.012004604,0.012004604,0.012679224
-0.002924927,-0.002924927,-0.002268582
0.006029971,0.006029971,0.006693716
0.00631782,0.00631782,0.006977341
0.0046684,0.0046684,0.005322278
-0.002403493,-0.002403493,-0.001757655
-0.005139721,-0.005139721,-0.00449452
0.011301259,0.011301259,0.011960083
-0.00399106,-0.00399106,-0.003349867
0.008655249,0.008655249,0.009306766
0.002065803,0.002065803,0.002707095
-0.012527767,-0.012527767,-0.011897521
0.000802955,0.000802955,0.001449401
0.004974342,0.004974342,0.005622543
-0.003353074,-0.003353074,-0.002713838
0.002403108,0.002403108,0.003047785
-0.003196436,-0.003196436,-0.002557308
-0.004809989,-0.004809989,-0.00417026
0.008216562,0.008216562,0.008867379
0.003835059,0.003835059,0.004477352
-0.002865345,-0.002865345,-0.002230183
-0.00015961,-0.00015961,0.000478699
0.006227032,0.006227032,0.006869111
-0.001428118,-0.001428118,-0.000795271
0.000476704,0.000476704,0.001111263
0.002223618,0.002223618,0.00285858
-0.006497607,-0.006497607,-0.005869965
0.016430085,0.016430085,0.017076003
0.006434338,0.006434338,0.007063166
-0.00015584,-0.00015584,0.000464489
0.009669292,0.009669292,0.010295425
-0.002316991,-0.002316991,-0.001704595
0.001857919,0.001857919,0.002473928
0.002163483,0.002163483,0.002778159
0.005397055,0.005397055,0.006012006
-0.001380307,-0.001380307,-0.000773152
-0.00675784,-0.00675784,-0.006153488
0.00711302,0.00711302,0.007729607
0.000767741,0.000767741,0.001375744
0.001534198,0.001534198,0.00214183
0.002451026,0.002451026,0.003057915
0.002750626,0.002750626,0.003355846
0.001981058,0.001981058,0.00258379
0.002585521,0.002585521,0.003187062
0.004854369,0.004854369,0.005455356
-0.000150891,-0.000150891,0.000443858
-0.005737656,-0.005737656,-0.005146493
0.005315095,0.005315095,0.005915922
0.001661647,0.001661647,0.00225677
-0.002111295,-0.002111295,-0.001519749
-0.00090671,-0.00090671,-0.000313548
0.004386643,0.004386643,0.004983135
-0.003463916,-0.003463916,-0.002875021
0,0,0.000592646
-0.006196101,-0.006196101,-0.005607476
0.001064477,0.001064477,0.001660746
0.004861005,0.004861005,0.005458543
0.003023371,0.003023371,0.003616578
0.000904386,0.000904386,0.001494207
0.001656272,0.001656272,0.002245655
-0.004810584,-0.004810584,-0.004226318
-0.005589049,-0.005589049,-0.005002762
0.001367097,0.001367097,0.001960453
-0.00697814,-0.00697814,-0.00639088
0.000152796,0.000152796,0.000748077
-0.007026103,-0.007026103,-0.006435536
-0.011075234,-0.011075234,-0.010483266
-0.002955405,-0.002955405,-0.002352253
0.009672434,0.009672434,0.010284665
0.000308977,0.000308977,0.000909356
0.001699104,0.001699104,0.002299771
0.006322344,0.006322344,0.006924399
0.001072633,0.001072633,0.001667428
0.002755243,0.002755243,0.003350046
0.002442314,0.002442314,0.003034946
0.003654728,0.003654728,0.004246282
-0.004703474,-0.004703474,-0.004119327
0.005030518,0.005030518,0.005622818
-0.004853617,-0.004853617,-0.004270422
-0.002133821,-0.002133821,-0.001546524
0.007331541,0.007331541,0.007925328
-0.001516285,-0.001516285,-0.000932342
0.005163311,0.005163311,0.005751709
0.000302115,0.000302115,0.000884319
0.002869703,0.002869703,0.003452885
0.004216837,0.004216837,0.004798794
-0.00149967,-0.00149967,-0.00092379
-0.000150225,-0.000150225,0.000426966
0.004206069,0.004206069,0.004785528
-0.000149619,-0.000149619,0.000424579
0.007779848,0.007779848,0.008358354
0.007274302,0.007274302,0.007847725
0.006337524,0.006337524,0.006905953
0.003514909,0.003514909,0.004077856
-0.0010216,-0.0010216,-0.000463474
-0.002337414,-0.002337414,-0.001779765
0.007028789,0.007028789,0.007592677
0.004653177,0.004653177,0.005211496
0.000723737,0.000723737,0.001276989
-0.003181964,-0.003181964,-0.002631575
-0.000435273,-0.000435273,0.00011809
0.004935462,0.004935462,0.005491732
0.001011122,0.001011122,0.001562194
0.003318845,0.003318845,0.003870326
0.002732662,0.002732662,0.003281695
0.000573738,0.000573738,0.001119797
-0.000860163,-0.000860163,-0.000315497
-0.000717288,-0.000717288,-0.000172372
0.00215364,0.00215364,0.002700216
0.002435501,0.002435501,0.002980759
0.002858325,0.002858325,0.003402191
-0.00199514,-0.00199514,-0.001455741
-0.007139797,-0.007139797,-0.006602396
-0.001294362,-0.001294362,-0.000750205
0.008208525,0.008208525,0.008758273
0.004856392,0.004856392,0.005399555
0.002416475,0.002416475,0.002955409
-0.00056713,-0.00056713,-3.14E-05
-0.003830931,-0.003830931,-0.003296917
0.003133471,0.003133471,0.003672997
-0.002555729,-0.002555729,-0.002021226
0.000569409,0.000569409,0.001106673
-0.004694864,-0.004694864,-0.004161018
0.002572899,0.002572899,0.00311289
0,0,0.000536934
-0.000570302,-0.000570302,-3.40E-05
-0.001141241,-0.001141241,-0.00060519
-0.002142159,-0.002142159,-0.001606321
0.002003707,0.002003707,0.002542637
0.004570775,0.004570775,0.005109716
0.006682795,0.006682795,0.007220124
-0.001553686,-0.001553686,-0.001024575
0.000141392,0.000141392,0.000671946
-0.002404498,-0.002404498,-0.00187565
0.000708961,0.000708961,0.001240456
-0.002408586,-0.002408586,-0.001879403
-0.006675216,-0.006675216,-0.006147304
0.001286774,0.001286774,0.001822209
0.005426317,0.005426317,0.005962988
-0.002556469,-0.002556469,-0.002027216
0.000284736,0.000284736,0.000816575
-0.004270505,-0.004270505,-0.00374152
0.001000715,0.001000715,0.001534498
0.0009997,0.0009997,0.001532665
-0.001141304,-0.001141304,-0.000610293
0.003428053,0.003428053,0.003961819
-0.000711786,-0.000711786,-0.000182321
-0.002279145,-0.002279145,-0.001750414
-0.008994817,-0.008994817,-0.008468723
-0.004898487,-0.004898487,-0.004365707
0.004343463,0.004343463,0.004883549
-0.00735191,-0.00735191,-0.006820707
0.008713302,0.008713302,0.009256809
0.006910495,0.006910495,0.007448055
0.004003417,0.004003417,0.004535462
-0.006835702,-0.006835702,-0.006311777
0.004301735,0.004301735,0.004834901
-0.002141662,-0.002141662,-0.001614466
-0.001860023,-0.001860023,-0.001331826
-0.001720226,-0.001720226,-0.001191251
-0.006318237,-0.006318237,-0.005791069
-0.000867023,-0.000867023,-0.000333876
-0.003037301,-0.003037301,-0.002505135
-0.006383316,-0.006383316,-0.005851604
-0.002044094,-0.002044094,-0.001506916
-0.006583702,-0.006583702,-0.006048161
0.000147305,0.000147305,0.000689755
0.005448314,0.005448314,0.005993263
-0.000292868,-0.000292868,0.000245743
0.004101948,0.004101948,0.004642793
0.001896659,0.001896659,0.002433822
0.008300568,0.008300568,0.008839852
-0.001588692,-0.001588692,-0.001059376
-0.000867887,-0.000867887,-0.000337627
0.003329999,0.003329999,0.003862666
0.005916248,0.005916248,0.006448234
0.006598752,0.006598752,0.007127688
-0.002992718,-0.002992718,-0.00247253
0.000857604,0.000857604,0.001381096
0.006569638,0.006569638,0.00709539
0.001560627,0.001560627,0.002080078
0.002833333,0.002833333,0.003352365
0.003955347,0.003955347,0.004473223
0.004361855,0.004361855,0.004877633
0.001541062,0.001541062,0.002052895
-0.000699343,-0.000699343,-0.0001897
-0.000839936,-0.000839936,-0.000330268
-0.001260801,-0.001260801,-0.000751181
0.003506803,0.003506803,0.004019242
0.003075217,0.003075217,0.003585384
0.002090329,0.002090329,0.002598175
-0.005423543,-0.005423543,-0.004920811
0.00727075,0.00727075,0.007782416
0.001665783,0.001665783,0.002170673
0.004711696,0.004711696,0.005217024
0.002206952,0.002206952,0.002708404
-0.000275323,-0.000275323,0.000223536
0.004955961,0.004955961,0.005457318
-0.002191836,-0.002191836,-0.001696746
-0.003569385,-0.003569385,-0.003074139
0.005648884,0.005648884,0.006150253
0.002877093,0.002877093,0.003374024
-0.000682992,-0.000682992,-0.00018949
0.000273356,0.000273356,0.000767424
-0.001366653,-0.001366653,-0.000873773
0.000684316,0.000684316,0.00117864
-0.004376367,-0.004376367,-0.003885122
0.005769203,0.005769203,0.006267389
0.001092625,0.001092625,0.001585406
-0.004638526,-0.004638526,-0.004149342
0.004660143,0.004660143,0.005155955
-0.005593506,-0.005593506,-0.005105271
-0.008505995,-0.008505995,-0.008016693
-0.00193718,-0.00193718,-0.001440655
-0.005961459,-0.005961459,-0.005466223
0.007252497,0.007252497,0.007757074
0.001107754,0.001107754,0.001605393
0.007330553,0.007330553,0.007830483
0.000274557,0.000274557,0.000767128
-0.002059039,-0.002059039,-0.001567994
-0.001375502,-0.001375502,-0.000883349
-0.010055028,-0.010055028,-0.009566721
0.00459154,0.00459154,0.005091858
0.000969529,0.000969529,0.001465518
0.000415193,0.000415193,0.000910182
0.001383112,0.001383112,0.001878129
0.007872914,0.007872914,0.008370205
0.00397425,0.00397425,0.004465505
0.000818973,0.000818973,0.001306508
0.00081829,0.00081829,0.001305188
-0.005723603,-0.005723603,-0.005240519
0.000548259,0.000548259,0.001036952
0.003835603,0.003835603,0.004325394
0.009961831,0.009961831,0.010452489
0.006350507,0.006350507,0.006834352
-0.000268582,-0.000268582,0.000208819
-0.008863766,-0.008863766,-0.008390568
0.002845515,0.002845515,0.003328354
-0.002432104,-0.002432104,-0.001953399
-0.005147027,-0.005147027,-0.00466869
-0.008713397,-0.008713397,-0.00823454
0.003433594,0.003433594,0.003922344
0.004106255,0.004106255,0.004593422
0.002180971,0.002180971,0.00266498
-0.003944423,-0.003944423,-0.003464651
0.000819309,0.000819309,0.001303052
-0.004639159,-0.004639159,-0.004158681
-0.008224798,-0.008224798,-0.007744051
